縣市,行政區,同意票數,不同意票數,有效票數,無效票數,投票數,投票權人數,已完成投票所投票率(%),有效同意票數對投票權人數(%)
 屏東縣,縣瑪家鄉,"1,512",467,"1,979",13,"1,992","5,610",35.51%,26.95%
 屏東縣,縣泰武鄉,"1,136",312,"1,448",19,"1,467","4,332",33.86%,26.22%
 屏東縣,縣來義鄉,"1,803",374,"2,177",17,"2,194","6,217",35.29%,29%
 屏東縣,縣春日鄉,763,247,"1,010",29,"1,039","3,975",26.14%,19.19%
 屏東縣,縣獅子鄉,"1,044",239,"1,283",25,"1,308","4,092",31.96%,25.51%
 屏東縣,縣牡丹鄉,996,257,"1,253",22,"1,275","4,134",30.84%,24.09%
 宜蘭縣,縣宜蘭市,"13,087","18,081","31,168",270,"31,438","78,886",39.85%,16.59%
 宜蘭縣,縣羅東鎮,"8,589","14,501","23,090",204,"23,294","56,993",40.87%,15.07%
 宜蘭縣,縣蘇澳鎮,"4,457","7,833","12,290",155,"12,445","33,916",36.69%,13.14%
 宜蘭縣,縣頭城鎮,"3,443","4,765","8,208",101,"8,309","24,942",33.31%,13.8%
 宜蘭縣,縣礁溪鄉,"4,134","7,245","11,379",132,"11,511","30,794",37.38%,13.42%
 宜蘭縣,縣壯圍鄉,"2,587","5,203","7,790",94,"7,884","21,700",36.33%,11.92%
 宜蘭縣,縣員山鄉,"3,517","6,815","10,332",125,"10,457","28,401",36.82%,12.38%
 宜蘭縣,縣冬山鄉,"5,422","12,397","17,819",193,"18,012","45,636",39.47%,11.88%
 宜蘭縣,縣五結鄉,"4,356","9,332","13,688",129,"13,817","35,466",38.96%,12.28%
 宜蘭縣,縣三星鄉,"2,368","4,772","7,140",76,"7,216","19,047",37.89%,12.43%
 宜蘭縣,縣大同鄉,"1,074",295,"1,369",18,"1,387","4,915",28.22%,21.85%
 宜蘭縣,縣南澳鄉,"1,070",187,"1,257",24,"1,281","4,564",28.07%,23.44%
 花蓮縣,縣花蓮市,"21,464","11,223","32,687",302,"32,989","83,830",39.35%,25.6%
 花蓮縣,縣鳳林鎮,"2,504","1,060","3,564",69,"3,633","9,479",38.33%,26.42%
 花蓮縣,縣玉里鎮,"4,194","1,717","5,911",107,"6,018","19,990",30.11%,20.98%
 花蓮縣,縣新城鄉,"4,116","1,824","5,940",92,"6,032","17,209",35.05%,23.92%
 花蓮縣,縣吉安鄉,"18,241","8,920","27,161",295,"27,456","72,533",37.85%,25.15%
 花蓮縣,縣壽豐鄉,"3,748","1,909","5,657",77,"5,734","15,544",36.89%,24.11%
 花蓮縣,縣光復鄉,"2,547",984,"3,531",80,"3,611","10,956",32.96%,23.25%
 花蓮縣,縣豐濱鄉,841,250,"1,091",40,"1,131","3,966",28.52%,21.21%
 花蓮縣,縣瑞穗鄉,"2,215",944,"3,159",59,"3,218","9,935",32.39%,22.29%
 花蓮縣,縣富里鄉,"1,731",783,"2,514",71,"2,585","8,785",29.43%,19.7%
 花蓮縣,縣秀林鄉,"3,066",863,"3,929",43,"3,972","12,966",30.63%,23.65%
 花蓮縣,縣萬榮鄉,"1,090",226,"1,316",21,"1,337","5,080",26.32%,21.46%
 花蓮縣,縣卓溪鄉,"1,172",148,"1,320",30,"1,350","4,818",28.02%,24.33%
 臺東縣,縣臺東市,"19,115","11,637","30,752",284,"31,036","87,202",35.59%,21.92%
 臺東縣,縣成功鎮,"2,392",898,"3,290",68,"3,358","11,887",28.25%,20.12%
 臺東縣,縣關山鎮,"1,535",767,"2,302",44,"2,346","7,211",32.53%,21.29%
 臺東縣,縣卑南鄉,"2,996","1,811","4,807",74,"4,881","14,938",32.68%,20.06%
 臺東縣,縣鹿野鄉,"1,172",846,"2,018",31,"2,049","6,713",30.52%,17.46%
 臺東縣,縣池上鄉,"1,268",889,"2,157",49,"2,206","7,030",31.38%,18.04%
 臺東縣,縣東河鄉,"1,402",653,"2,055",45,"2,100","7,358",28.54%,19.05%
 臺東縣,縣長濱鄉,"1,328",509,"1,837",43,"1,880","6,168",30.48%,21.53%
 臺東縣,縣太麻里鄉,"1,869","1,051","2,920",68,"2,988","9,526",31.37%,19.62%
 臺東縣,縣大武鄉,992,349,"1,341",38,"1,379","4,892",28.19%,20.28%
 臺東縣,縣綠島鄉,477,147,624,10,634,"3,562",17.8%,13.39%
 臺東縣,縣海端鄉,732,161,893,15,908,"3,275",27.73%,22.35%
 臺東縣,縣延平鄉,702,164,866,20,886,"2,912",30.43%,24.11%
 臺東縣,縣金峰鄉,978,139,"1,117",29,"1,146","3,004",38.15%,32.56%
 臺東縣,縣達仁鄉,882,179,"1,061",14,"1,075","2,990",35.95%,29.5%
 臺東縣,縣蘭嶼鄉,444,345,789,25,814,"4,290",18.97%,10.35%
 澎湖縣,縣馬公市,"8,925","8,129","17,054",159,"17,213","54,139",31.79%,16.49%
 澎湖縣,縣湖西鄉,"1,691","2,284","3,975",63,"4,038","13,570",29.76%,12.46%
 澎湖縣,縣白沙鄉,"1,139","1,100","2,239",29,"2,268","8,798",25.78%,12.95%
 澎湖縣,縣西嶼鄉,859,"1,038","1,897",24,"1,921","7,398",25.97%,11.61%
 澎湖縣,縣望安鄉,271,385,656,15,671,"4,779",14.04%,5.67%
 澎湖縣,縣七美鄉,227,173,400,8,408,"3,367",12.12%,6.74%
 金門縣,縣金城鎮,"6,336",953,"7,289",87,"7,376","37,667",19.58%,16.82%
 金門縣,縣金沙鎮,"3,038",373,"3,411",45,"3,456","18,724",18.46%,16.23%
 金門縣,縣金湖鎮,"4,450",752,"5,202",88,"5,290","26,724",19.79%,16.65%
 金門縣,縣金寧鄉,"4,337",999,"5,336",57,"5,393","29,252",18.44%,14.83%
 金門縣,縣烈嶼鄉,"1,626",199,"1,825",29,"1,854","11,656",15.91%,13.95%
 金門縣,縣烏坵鄉,30,7,37,0,37,569,6.5%,5.27%
 連江縣,縣南竿鄉,"1,612",272,"1,884",16,"1,900","6,505",29.21%,24.78%
 連江縣,縣北竿鄉,523,94,617,7,624,"2,537",24.6%,20.61%
 連江縣,縣莒光鄉,246,51,297,2,299,"1,363",21.94%,18.05%
 連江縣,縣東引鄉,253,42,295,0,295,"1,268",23.26%,19.95%
 基隆市,市中正區,"9,116","8,209","17,325",169,"17,494","45,298",38.62%,20.12%
 基隆市,市七堵區,"9,187","8,815","18,002",198,"18,200","46,431",39.2%,19.79%
 基隆市,市暖暖區,"7,430","6,022","13,452",133,"13,585","33,447",40.62%,22.21%
 基隆市,市仁愛區,"7,426","7,319","14,745",139,"14,884","35,403",42.04%,20.98%
 基隆市,市中山區,"8,708","7,651","16,359",184,"16,543","40,977",40.37%,21.25%
 基隆市,市安樂區,"15,999","13,261","29,260",237,"29,497","70,296",41.96%,22.76%
 基隆市,市信義區,"11,330","8,353","19,683",178,"19,861","46,687",42.54%,24.27%
 新竹市,市東區,"42,096","34,243","76,339",891,"77,230","169,450",45.58%,24.84%
 新竹市,市北區,"27,138","25,882","53,020",657,"53,677","125,506",42.77%,21.62%
 新竹市,市香山區,"12,213","13,399","25,612",353,"25,965","66,397",39.11%,18.39%
 嘉義市,市東區,"19,300","23,106","42,406",311,"42,717","100,157",42.65%,19.27%
 嘉義市,市西區,"20,601","29,202","49,803",413,"50,216","120,881",41.54%,17.04%
